TimeStamp,Ether
2017-09-06 10:45:00,326.98
2017-09-06 11:00:00,328.0
2017-09-06 11:15:00,326.68
2017-09-06 11:30:00,326.11
2017-09-06 11:45:00,330.89
2017-09-06 12:00:00,331.73
2017-09-06 12:15:00,334.31
2017-09-06 12:30:00,331.32
2017-09-06 12:45:00,329.12
2017-09-06 13:00:00,330.17
2017-09-06 13:15:00,327.39
2017-09-06 13:30:00,323.56
2017-09-06 13:45:00,324.8
2017-09-06 14:00:00,326.41
2017-09-06 14:15:00,326.69
2017-09-06 14:30:00,330.69
2017-09-06 14:45:00,326.46
2017-09-06 15:00:00,325.98
2017-09-06 15:15:00,326.24
2017-09-06 15:30:00,330.95
2017-09-06 15:45:00,332.23
2017-09-06 16:00:00,335.0
2017-09-07 09:30:00,328.82
2017-09-07 09:45:00,328.83
2017-09-07 10:00:00,328.57
2017-09-07 10:15:00,331.38
2017-09-07 10:30:00,329.42
2017-09-07 10:45:00,325.85
2017-09-07 11:00:00,330.12
2017-09-07 11:15:00,326.92
2017-09-07 11:30:00,330.06
2017-09-07 11:45:00,329.66
2017-09-07 12:00:00,329.94
2017-09-07 12:15:00,330.75
2017-09-07 12:30:00,330.0
2017-09-07 12:45:00,332.2
2017-09-07 13:00:00,334.31
2017-09-07 13:15:00,334.01
2017-09-07 13:30:00,334.89
2017-09-07 13:45:00,334.0
2017-09-07 14:00:00,337.69
2017-09-07 14:15:00,336.92
2017-09-07 14:30:00,334.12
2017-09-07 14:45:00,335.49
2017-09-07 15:00:00,335.68
2017-09-07 15:15:00,336.06
2017-09-07 15:30:00,336.44
2017-09-07 15:45:00,336.0
2017-09-07 16:00:00,337.0
2017-09-08 09:30:00,332.02
2017-09-08 09:45:00,332.43
2017-09-08 10:00:00,332.16
2017-09-08 10:15:00,332.48
2017-09-08 10:30:00,332.53
2017-09-08 10:45:00,331.91
2017-09-08 11:00:00,332.05
2017-09-08 11:15:00,331.88
2017-09-08 11:30:00,331.0
2017-09-08 11:45:00,329.92
2017-09-08 12:00:00,330.1
2017-09-08 12:15:00,329.33
