TimeStamp,AAPL
2020-11-20 12:40:00,118.2
2020-11-20 12:50:00,118.13
2020-11-20 13:00:00,118.2683
2020-11-20 13:10:00,118.065
2020-11-20 13:20:00,118.15
2020-11-20 13:30:00,118.115
2020-11-20 13:40:00,118.1205
2020-11-20 13:50:00,118.03
2020-11-20 14:00:00,117.9516
2020-11-20 14:10:00,117.95
2020-11-20 14:20:00,117.935
2020-11-20 14:30:00,118.01
2020-11-20 14:40:00,117.8697
2020-11-20 14:50:00,117.8684
2020-11-20 15:00:00,117.87
2020-11-20 15:10:00,117.865
2020-11-20 15:20:00,117.668
2020-11-20 15:30:00,117.55
2020-11-20 15:40:00,117.6453
2020-11-20 15:50:00,117.74
2020-11-20 16:00:00,117.315
2020-11-23 09:30:00,117.34
2020-11-23 09:40:00,117.3
2020-11-23 09:50:00,116.87
2020-11-23 10:00:00,116.9962
2020-11-23 10:10:00,116.1899
2020-11-23 10:20:00,115.8
2020-11-23 10:30:00,115.3993
2020-11-23 10:40:00,115.5185
2020-11-23 10:50:00,115.394
2020-11-23 11:00:00,115.445
2020-11-23 11:10:00,114.95
2020-11-23 11:20:00,114.595
2020-11-23 11:30:00,114.335
2020-11-23 11:40:00,114.3301
2020-11-23 11:50:00,114.6599
2020-11-23 12:00:00,114.505
2020-11-23 12:10:00,114.56
2020-11-23 12:20:00,114.8517
2020-11-23 12:30:00,115.12
2020-11-23 12:40:00,115.01
2020-11-23 12:50:00,114.9889
2020-11-23 13:00:00,115.2853
2020-11-23 13:10:00,115.21
2020-11-23 13:20:00,115.03
2020-11-23 13:30:00,114.9901
2020-11-23 13:40:00,114.685
2020-11-23 13:50:00,114.8801
2020-11-23 14:00:00,114.615
2020-11-23 14:10:00,114.595
2020-11-23 14:20:00,114.26
2020-11-23 14:30:00,114.0599
2020-11-23 14:40:00,114.375
2020-11-23 14:50:00,114.155
2020-11-23 15:00:00,114.2001
2020-11-23 15:10:00,114.4
2020-11-23 15:20:00,114.13
2020-11-23 15:30:00,114.04
2020-11-23 15:40:00,113.795
2020-11-23 15:50:00,113.8874
2020-11-23 16:00:00,113.97
2020-11-24 09:30:00,113.97
2020-11-24 09:40:00,113.1662
2020-11-24 09:50:00,112.89
2020-11-24 10:00:00,113.03
2020-11-24 10:10:00,113.705
2020-11-24 10:20:00,113.73
2020-11-24 10:30:00,113.41
2020-11-24 10:40:00,113.635
2020-11-24 10:50:00,114.37
2020-11-24 11:00:00,114.89
2020-11-24 11:10:00,114.79
2020-11-24 11:20:00,114.925
2020-11-24 11:30:00,114.92
2020-11-24 11:40:00,115.14
2020-11-24 11:50:00,115.22
2020-11-24 12:00:00,114.795
2020-11-24 12:10:00,114.501
2020-11-24 12:20:00,114.49
2020-11-24 12:30:00,114.66
2020-11-24 12:40:00,114.8801
2020-11-24 12:50:00,114.95
2020-11-24 13:00:00,114.799
2020-11-24 13:10:00,114.85
2020-11-24 13:20:00,115.125
2020-11-24 13:30:00,115.06
2020-11-24 13:40:00,115.37
2020-11-24 13:50:00,115.4939
2020-11-24 14:00:00,115.7047
2020-11-24 14:10:00,115.4442
2020-11-24 14:20:00,115.32
2020-11-24 14:30:00,115.08
2020-11-24 14:40:00,115.09
2020-11-24 14:50:00,115.12
2020-11-24 15:00:00,115.365
2020-11-24 15:10:00,115.3001
2020-11-24 15:20:00,115.61
2020-11-24 15:30:00,115.66
2020-11-24 15:40:00,115.4384
2020-11-24 15:50:00,115.515
2020-11-24 16:00:00,115.14
2020-11-25 09:30:00,115.67
2020-11-25 09:40:00,116.3092
2020-11-25 09:50:00,116.34
2020-11-25 10:00:00,116.3759
2020-11-25 10:10:00,115.81
2020-11-25 10:20:00,116.33
2020-11-25 10:30:00,115.95
2020-11-25 10:40:00,116.19
2020-11-25 10:50:00,116.325
2020-11-25 11:00:00,116.4939
2020-11-25 11:10:00,116.5673
2020-11-25 11:20:00,116.11
2020-11-25 11:30:00,116.18
2020-11-25 11:40:00,116.1575
2020-11-25 11:50:00,116.025
2020-11-25 12:00:00,116.0361
2020-11-25 12:10:00,115.84
2020-11-25 12:20:00,115.93
2020-11-25 12:30:00,115.948
2020-11-25 12:40:00,115.9584
2020-11-25 12:50:00,116.2008
2020-11-25 13:00:00,116.209
2020-11-25 13:10:00,116.205
2020-11-25 13:20:00,116.13
2020-11-25 13:30:00,116.04
2020-11-25 13:40:00,116.015
2020-11-25 13:50:00,116.055
2020-11-25 14:00:00,115.98
2020-11-25 14:10:00,115.8103
2020-11-25 14:20:00,115.93
2020-11-25 14:30:00,116.03
2020-11-25 14:40:00,115.9765
2020-11-25 14:50:00,115.93
2020-11-25 15:00:00,116.12
2020-11-25 15:10:00,116.06
2020-11-25 15:20:00,116.1744
2020-11-25 15:30:00,116.34
2020-11-25 15:40:00,116.13
2020-11-25 15:50:00,116.075
2020-11-25 16:00:00,116.025
2020-11-27 09:30:00,116.03
2020-11-27 09:40:00,116.965
2020-11-27 09:50:00,117.07
2020-11-27 10:00:00,116.98
2020-11-27 10:10:00,116.8
2020-11-27 10:20:00,117.0502
2020-11-27 10:30:00,117.225
2020-11-27 10:40:00,117.07
2020-11-27 10:50:00,116.955
2020-11-27 11:00:00,117.07
2020-11-27 11:10:00,117.015
2020-11-27 11:20:00,116.984
2020-11-27 11:30:00,117.0301
2020-11-27 11:40:00,116.9493
2020-11-27 11:50:00,116.9576
2020-11-27 12:00:00,116.8601
2020-11-27 12:10:00,116.695
2020-11-27 12:20:00,116.565
2020-11-27 12:30:00,116.52
2020-11-27 12:40:00,116.455
2020-11-27 12:50:00,116.3394
2020-11-27 13:00:00,116.57
2020-11-27 13:10:00,116.59
2020-11-27 13:20:00,116.59
2020-11-27 13:30:00,116.59
2020-11-27 13:40:00,116.59
2020-11-27 13:50:00,116.59
2020-11-27 14:00:00,116.59
2020-11-27 14:10:00,116.59
2020-11-27 14:20:00,116.59
2020-11-27 14:30:00,116.59
2020-11-27 14:40:00,116.59
2020-11-27 14:50:00,116.59
2020-11-27 15:00:00,116.59
2020-11-27 15:10:00,116.59
2020-11-27 15:20:00,116.59
2020-11-27 15:30:00,116.59
2020-11-27 15:40:00,116.59
2020-11-27 15:50:00,116.59
2020-11-27 16:00:00,116.59
2020-11-30 09:30:00,116.59
2020-11-30 09:40:00,118.95
